followers,n
57867742,88
57893212,16
57898677,25
57900181,15
57920240,162
57933694,76
57949320,13
57962279,11
57977498,34
58154152,29
58156276,22
58163541,21
58231712,19
58260971,12
58266995,28
58290764,54
58436034,10
58437335,14
58445133,25
58491814,11
58498612,14
58520808,16
58740649,33
58746189,14
58757570,10
58758615,29
58785601,14
58797046,13
58828828,11
58855177,11
58880743,14
58884334,11
58897984,10
58983038,11
59068382,24
59084035,21
59085374,232
59092836,91
59109703,49
59113651,11
59127047,21
59137899,24
59160147,17
59262993,53
59310835,11
59389691,10
59392471,27
59417093,119
59426248,16
59446521,35
59452493,28
59457354,28
59467710,44
59526429,24
59537723,10
59568256,12
59578389,58
59626031,26
59695966,10
59696397,12
59718932,50
59741128,14
59751251,10
59754839,15
59778788,10
59785020,10
59787097,19
59803733,11
59830539,16
59849432,11
59860813,10
59875794,10
59882389,25
59898791,37
59955150,28
60020646,15
60053913,12
60067275,15
60101999,16
60116105,72
60265279,42
60298692,12
60349841,11
60350307,149
60383276,17
60403838,10
60408805,37
60537714,16
60561337,22
60589636,15
60602713,17
60607266,34
60620040,10
60622024,19
60649312,10
60792370,11
60836259,64
60863873,42
60868353,37
60891253,10
60909174,13
60929362,13
60947938,11
60993618,27
61023560,31
61051897,14
61134719,15
61159137,14
61164211,21
61173690,19
61268284,18
61285956,11
61323307,35
61455988,19
61483686,13
61486950,70
61488085,16
61508903,16
61556226,12
61567059,27
61581351,152
61581813,41
61594306,248
61633560,18
61734104,22
61741722,10
61798186,13
61801619,59
61803793,210
61858891,12
61888732,22
61920140,35
62016645,99
62017306,21
62031320,20
62061342,11
62080929,19
62087569,16
62162725,11
62226184,33
62246552,56
62255086,15
62371625,25
62482995,13
62483286,25
62499439,31
62516236,12
62517318,22
62522960,23
62543636,51
62548204,15
62597860,27
62606212,15
62747302,23
62795411,14
62808672,76
62860105,17
62861990,16
62875475,10
62900248,242
62902697,10
63013641,15
63079033,34
63108776,53
63117960,12
63120316,17
63181303,14
63182452,28
63187365,12
63268951,23
63277999,63
63421252,25
63430638,10
63486097,11
63535641,16
63564442,32
63601156,109
63677083,12
63686574,32
63697600,37
63733783,12
63816452,32
63821482,36
63869953,25
63933309,49
63939865,14
63950352,18
63970334,11
63971785,16
64028758,154
64120999,20
64154332,16
64369820,12
64391886,24
64418207,23
64489266,28
64502626,20
64538632,38
64685366,21
64695143,11
64710706,18
64718484,10
64723291,17
64731000,267
64759929,40
64783916,54
64790484,45
64846787,18
64886965,20
64968526,178
64971753,70
64980604,10
65004127,116
65011961,15
65013735,13
65029596,12
65036736,21
65057978,12
65096371,49
65180051,66
65293516,24
65319113,13
65320345,63
65325242,124
65371061,12
65380568,17
65389421,28
65416171,28
65457651,11
65479256,12
65521647,37
65584361,10
65593897,12
65618658,17
65636041,36
65668477,11
65759304,18
65872217,29
65894331,11
65901282,18
65954347,57
66306734,42
66312397,16
66319175,23
66324846,35
66330898,65
66351153,15
66360423,27
66371207,242
66418128,68
66436083,12
66477600,32
66506272,47
66623794,10
66646784,88
66659261,15
66662815,39
66672078,16
66680705,18
66823170,12
66926298,85
66954824,259
66967762,14
66986337,13
66994258,22
67017230,26
67292306,11
67310519,66
67365225,27
67382722,14
67402502,15
67554542,12
67563916,12
67571964,82
67585318,345
67618813,71
67626541,16
67645864,21
67845090,19
67855086,13
67875921,43
67879857,79
67881921,27
67885169,21
67900367,49
67907349,11
67974433,18
68178661,10
68204170,39
68357719,12
68370681,32
68372348,41
68378040,10
68385505,31
68419123,40
68438091,10
68475104,20
68477470,19
68480061,16
68631764,10
68646797,41
68657336,35
68669405,11
68669665,35
68686966,28
68698882,13
68714635,16
68743377,10
68756867,25
68764866,38
68785310,10
68789561,11
68797023,36
68938149,12
68962877,32
68985137,36
69030103,21
69031393,17
69047811,16
69056247,43
69060064,10
69060774,15
69066916,27
69205496,28
69205793,17
69226474,18
69249863,18
69253277,11
69255422,146
69304513,69
69356989,52
69365920,57
69379819,14
69538677,15
69543212,16
69567539,11
69574651,32
69582034,33
69606825,27
69606996,20
69625632,12
69647295,28
69742628,11
69831662,108
69834714,11
69843432,22
69858875,46
69969599,39
70011913,40
70035159,39
70085972,21
70094021,33
70119644,15
70133984,14
70135291,13
70187405,49
70203611,77
70211514,10
70347490,10
70353710,13
70361991,10
70425247,11
70426311,147
70454882,12
70468755,34
70573483,10
70632004,14
70656832,11
70656912,11
70666581,29
70680110,28
70686251,10
70710408,49
70757699,20
70777270,10
70786346,11
70917251,12
70928183,13
71045036,14
71081650,11
71085061,16
71162697,22
71194090,21
71308138,10
71336052,62
71354961,95
71447044,45
71482134,16
71495801,11
71519744,12
71526044,11
71536527,53
71556008,10
71566377,35
71627421,93
71632962,23
71738156,51
71744998,14
71779257,20
71783590,30
71803658,14
71818459,12
71825868,11
71831833,22
71840938,18
71900977,20
71983144,10
71988580,13
72028882,13
72031124,11
72081538,10
72095831,24
72240706,23
72254074,11
72260398,14
72276456,124
72277201,104
72297513,29
72309604,11
72359479,46
72462026,11
72496662,10
72502926,46
72519421,31
72522081,16
72568349,84
72569981,17
72572261,10
72647439,49
72691535,28
72813699,14
72814599,31
72820528,10
72829780,16
72845393,29
72860245,20
72887481,11
72893137,13
72935837,14
72950146,11
72962076,36
72967627,15
73057695,25
73062882,10
73100099,43
73102793,10
73128997,15
73155876,51
73174671,24
73187771,13
73201101,38
73201979,28
73217024,13
73230406,24
73336343,28
73337000,31
73378174,62
73385893,14
73389268,17
73431444,24
73463728,93
73575645,11
73587736,10
73608358,11
73671311,14
73827129,19
73853067,11
73863498,18
73927558,27
73984799,30
74011206,24
74124101,11
74193412,17
74196974,80
74208531,26
74282757,20
74284066,32
74474565,74
74475711,37
74486373,43
74493888,10
74500327,19
74508731,14
74552318,39
74602034,15
74728006,27
74749789,12
74767526,13
74767548,10
74785719,31
74856323,34
74948003,26
74958462,34
74964501,15
74965887,16
74966590,26
74973815,17
74974417,14
74975603,19
74977566,73
74982009,13
74996089,16
75023439,84
75024490,12
75040252,24
75063880,13
75102843,14
75117798,34
75229606,12
75236112,55
75238693,21
75264870,26
75271939,10
75296397,15
75315061,16
75334187,76
75392278,16
75526635,11
75566329,28
75589563,18
75597552,226
75603121,40
75633280,48
75685717,26
75731387,10
75743430,31
75750391,12
75795870,12
75797929,12
75805988,21
75806959,13
75816729,77
75823425,10
75829022,10
75868199,13
75958091,14
75978474,13
75988018,11
75989166,80
75996644,21
75997185,13
75997778,12
76064260,10
76072503,21
76080381,49
76106700,106
76123775,47
76184094,38
76276682,110
76298524,74
76301544,187
76313012,43
76320017,11
76354890,17
76367768,163
76424070,15
76470117,24
76639604,95
76651616,20
76662684,103
76675251,17
76687531,41
76801976,11
76835426,10
76870935,11
76891818,28
76892185,124
76897359,21
76908703,10
76930999,19
76943421,55
76959731,12
76964249,10
76975217,27
76976563,11
76992489,14
77019841,142
77045342,14
77055580,38
77069842,16
77077454,166
77168430,25
77186398,16
77196589,14
77217126,26
77276069,10
77276240,20
77283294,14
77314653,14
77432944,24
77449178,13
77454645,11
77475922,12
77488774,59
77497578,15
77502879,10
77519716,10
77521824,85
77664629,32
77680363,11
77709042,15
77721579,62
77745530,11
77768627,33
77770175,36
77779063,10
77820139,73
77829702,45
77947301,21
78009924,14
78014817,43
78017822,63
78041937,19
78047903,19
78058266,10
78085410,11
78109927,13
78227504,16
78234076,11
78242617,61
78264561,24
78283843,26
78296755,17
78338060,42
78352425,36
78372802,331
78380570,11
78414430,14
78540665,49
78550920,26
78557697,38
78590467,27
78609390,18
78639072,20
78674076,54
78725489,41
78738356,18
78744210,60
78844224,17
78879348,48
78889338,14
78934046,52
79006086,292
79021110,10
79129128,17
79136469,11
79174335,30
79178508,11
79186097,180
79231168,10
79277941,18
79300950,18
79316343,10
79326168,11
79408834,32
79415810,19
79483518,14
79535714,11
79557788,10
79564503,33
79567646,20
79572621,24
79575617,16
79685418,19
79719752,15
79753323,39
79794080,24
79794429,23
79794928,10
79799294,23
79804038,15
79807421,409
79881189,19
79893124,10
79915063,58
79926576,12
79986308,18
80010018,64
80024934,40
80039031,26
80061832,13
80089582,15
80234538,14
80235962,13
80246008,16
80269252,17
80282892,13
80289033,13
80289228,15
80289420,16
80299702,27
80322193,11
80325773,13
80345078,24
80368333,222
80377070,16
80379243,23
80399470,20
80401781,10
80413094,29
80415847,11
80423787,21
80541882,10
80557530,11
80589551,11
80590796,69
80613899,28
80615285,20
80655396,43
80657889,10
80671723,34
80796404,10
80797822,11
80801017,10
80804541,10
80805201,20
80806848,14
80808716,20
80809531,10
80825773,45
80846381,40
80868139,53
80884607,28
80885262,61
80894996,11
80914977,87
80922370,11
80925946,13
80937030,12
81063019,47
81069123,11
81085950,26
81088574,24
81089945,12
81103056,23
81103328,24
81114885,35
81153987,26
81190984,12
81304024,53
81319400,66
81345343,56
81350744,14
81389166,16
81390916,15
81396188,10
81407368,109
81429866,28
81447410,23
81526835,14
81529093,24
81555287,28
81584803,19
81602045,12
81630912,16
81631207,10
81632119,18
81633441,17
81637477,20
81639575,15
81646497,62
81651164,31
81662690,11
81663830,17
81668204,29
81671664,12
81684226,34
81688353,10
81688587,11
81691266,12
81707846,12
81803988,21
81813451,41
81814591,43
81816356,39
81818143,12
81824443,13
81844840,27
81855313,20
81871603,106
81878964,70
81881756,55
81916400,19
81924897,24
81938807,21
82011886,11
82056361,15
82058410,14
82059387,10
82060731,29
82068871,75
82069750,10
82074657,109
82106773,13
82123439,11
82144192,17
82147318,11
82306892,13
82310213,88
82313419,161
82314894,20
82322416,13
82323799,10
82326420,13
82333812,58
82342290,10
82353781,12
82375673,53
82401607,11
82427426,18
82451590,28
82462159,11
82565148,11
82566186,10
82567268,13
82573445,17
82587708,46
82616429,26
82628107,18
82629132,32
82643197,45
82646853,26
82648327,24
82702607,70
82810681,14
82843798,11
82847830,20
82886701,12
82905578,12
82961164,12
83023568,11
83097130,15
83101942,57
83155127,19
83165501,32
83173905,31
83176531,87
83194985,13
83199511,10
83310898,33
83315218,18
83323154,17
83338155,33
83339366,51
83339992,18
83360446,12
83363531,13
83386789,27
83395458,68
83417628,15
83424512,68
83439296,16
83549652,23
83558776,28
83568440,61
83568983,15
83569344,19
83572306,11
83605105,31
83618615,21
83619987,15
83622245,19
83627126,17
83645743,22
83663581,19
83794704,31
83814909,23
83819124,26
83822694,11
83835748,20
83863804,42
83873230,62
83878911,26
83880716,19
83881576,12
83898501,33
83921570,10
83928119,29
83936796,52
84024445,12
84048600,52
84054373,17
84057547,10
84072146,16
84138854,14
84242370,14
84275626,390
84288477,26
84308793,18
84329706,29
84354776,10
84385579,11
84387190,10
84487099,10
84529816,12
84544765,12
84544775,27
84545265,68
84550214,11
84590737,13
84616236,11
84618215,19
84624767,10
84634620,57
84657868,31
84691240,48
84732772,30
84815591,18
84833731,18
84846557,16
84857343,20
84863094,22
84901895,28
84922091,26
84924565,31
84941652,21
85043285,11
85057991,18
85081522,16
85085715,16
85086781,17
85117091,15
85172330,19
85254434,16
85279635,21
85286129,16
85299417,42
85304494,13
85396077,28
85426388,14
85431197,49
85532534,17
85537088,36
85541341,10
85546636,14
85554206,14
85573422,14
85581842,41
85610704,10
85614292,13
85671523,23
85679475,22
85688467,14
85778321,37
85787141,11
85795774,63
85798567,34
85800448,33
85814579,11
85838947,14
85848558,58
85850489,32
85883892,11
85902605,30
85909475,29
85937850,50
86016926,51
86037948,14
86054785,21
86069514,55
86122809,10
86123578,38
86140235,11
86158874,11
86184930,23
86255029,31
86325278,18
86337508,492
86381904,16
86420251,12
86420858,70
86521410,11
86560195,10
86580041,12
86691769,22
86696812,21
86716728,11
86740782,381
86743069,12
86753260,18
86778006,11
86780356,16
86799583,12
86825607,45
86906167,29
86924585,13
86962981,41
86964025,14
86966876,20
86986435,59
87000390,47
87003412,10
87027078,13
87042966,16
87048971,12
87078045,31
87116862,25
87169540,13
87183116,13
87188483,45
87212906,20
87237745,14
87238219,10
87256924,16
87259899,114
87291223,638
87293522,14
87300191,21
87306292,12
87334786,42
87389270,70
87397460,13
87407261,20
87410456,32
87419222,12
87447732,44
87457792,14
87468668,66
87472246,17
87490156,26
87505831,11
87550774,13
87647572,23
87654898,16
87671096,62
87711812,14
87733949,120
87760691,18
87762009,13
87786174,55
87800042,26
87806015,14
87886078,13
87890595,10
87893140,11
87895578,63
87898081,36
87905617,13
87911494,199
87952849,15
87956977,49
87962922,13
87967647,13
87995095,11
88018501,52
88028977,16
88143652,11
88150507,15
88165214,56
88167200,15
88169525,19
88191229,27
88204849,14
88205798,10
88228349,37
88240778,39
88241615,24
88286386,15
88381299,19
88386004,91
88400923,10
88413443,17
88467525,122
88498240,16
88523797,58
88547773,12
88602237,14
88638153,13
88639861,45
88657402,18
88665584,142
88667917,74
88693115,16
88694146,15
88697269,30
88709198,25
88720334,16
88724527,10
88748547,25
88833499,10
88890103,21
88895176,20
88950907,10
88975107,12
89073405,14
89108716,17
89119587,14
89123956,12
89134471,17
89168362,46
89176593,18
89206968,35
89232372,58
89233812,10
89246469,32
89271193,27
89279750,37
89280741,11
89439696,30
89440143,90
89441990,14
89447284,12
89453345,54
89471410,17
89493183,14
89499488,14
89628109,13
89662804,14
89672945,18
89709657,11
89718815,13
89751299,12
89783864,38
89822242,20
89903305,17
89917137,14
89927587,19
89951063,11
89983578,18
90038444,75
90044887,35
90138655,38
90143764,16
90187697,18
90272648,11
90309776,10
90316283,14
90342327,17
90369115,16
90376938,46
90392284,11
90403200,18
90407761,14
90418784,22
90544432,19
90563764,13
90651777,10
90656807,20
90682457,34
90683032,10
90732415,19
90822494,12
90845912,10
90847585,36
90868571,12
90870704,42
90880900,15
90887533,70
90891428,81
90908509,15
90954130,15
90956566,12
90963978,16
90971170,30
91054855,13
91074717,10
91080471,11
91083663,107
91118326,36
91122560,38
91157332,45
91168073,19
91172309,11
91180756,19
91182510,10
91205843,39
91218146,14
91223966,14
91297264,13
91306575,12
91307559,16
91307901,112
91313957,14
91317072,40
91334534,16
91339142,12
91341617,15
91341975,13
91349462,12
91360616,12
91363255,12
91368763,17
91368913,10
91376641,397
91378449,24
91379190,16
91393990,14
91399018,16
91420130,27
91420191,52
91425881,11
91439566,13
91526081,64
91534334,35
91550791,36
91555688,30
91558337,13
91631166,10
91641477,25
91657566,13
91661186,16
91675377,10
91747227,17
91747502,36
91770665,16
91797450,22
91817104,17
91828728,10
91857136,11
91858139,48
91860493,11
91870601,10
91876120,11
91879702,17
91882717,31
91972819,12
91978453,40
91978759,26
91993783,17
92021073,11
92025377,11
92043963,35
92051599,29
92072085,20
92081500,23
92085304,11
92086295,12
92088323,27
92125654,16
92229769,14
92232739,25
92237234,44
92249222,13
92270887,10
92281480,24
92283723,17
92288520,57
92309068,14
92312973,17
92344882,15
92359427,15
92521153,16
92529171,16
92537561,156
92548542,231
92582388,34
92585035,26
92586051,18
92618688,11
92621005,18
92649374,28
92706953,40
92720897,11
92733751,10
92734701,11
92738389,21
92776286,11
92789572,24
92801477,10
92816552,16
92821745,27
92840513,10
92852852,11
92935412,11
92937504,12
92945688,20
92945903,246
92947334,24
92949107,15
92957448,31
92959140,14
92966737,100
92976706,26
92983128,22
92983695,10
92988601,12
93023540,109
93029750,117
93039469,32
93040724,29
93041102,11
93041688,17
93050411,25
93063112,14
93063474,68
93157611,35
93166918,29
93183904,10
93196942,10
93197712,11
93211052,17
93213924,355
93239309,10
93256534,48
93271758,35
93280749,20
93305642,12
93359357,19
93360873,12
93411767,20
93413859,34
93428830,13
93433113,11
93487406,10
93499403,18
93584163,11
93601638,17
93610035,15
93621830,26
93630786,22
93653242,50
93680190,17
93684545,72
93687642,27
93853144,21
93868912,10
93877827,15
93887618,26
93895500,11
93902854,11
93915877,34
93925965,13
93939435,39
93952602,15
93966147,33
93983671,58
93984772,29
94015392,11
94044161,32
94094029,39
94099654,11
94107588,15
94122898,42
94134573,11
94156593,12
94188550,12
94198429,17
94295055,18
94325574,13
94329870,11
94349470,38
94375886,16
94388228,13
94401658,13
94401856,38
94410034,10
94446799,11
94524580,32
94526524,25
94531287,36
94535484,28
94555518,31
94562525,20
94569251,25
94602225,40
94668950,13
94691895,11
94749759,57
94762962,19
94767161,35
94796659,62
94848696,11
94878052,44
94891276,10
94896920,10
94962136,10
94966187,20
94981505,11
94987724,11
94995222,10
95036475,11
95044734,138
95058989,83
95060070,13
95065888,17
95107814,14
95110184,13
95155982,93
95167002,43
95209647,27
95213933,22
95229608,22
95244774,17
95246000,36
95287278,40
95297447,18
95379249,31
95427825,16
95472180,19
95472316,73
95473950,83
95509032,11
95520284,21
95520895,50
95528939,57
95533081,76
95535989,11
95607752,26
95616778,14
95635485,11
95654469,67
95662556,10
95678214,30
95688658,84
95691839,560
95693200,12
95729493,23
95731131,17
95744260,12
95750773,10
95756224,60
95847088,29
95854557,10
95894698,32
